1026005	1089
2039003	1089
1039004	1089
2105010	1089
2086002	1089
2061002	1089
1020002	1089
2002005	1089
1045005	1089
1019001	1089
2026004	1089
2035002	1089
2057004	1089
2118011	1089
2061003	1089
2088003	1089
2070002	1089
2087003	1089
1063002	1089
1011002	1089
2061004	1089
2043001	1089
2045011	1089
1046001	1089
2009002	1089
1048004	1089
2102004	1089
2057005	1089
2091002	1089
1051009	1089
2102001	1089
1011003	1089
1054003	1089
1072004	1089
1026004	1089
2013002	1089
2047004	1089
1060005	1089
2107001	1089
1060002	1089
2080003	1089
1046005	1089
2087001	1089
2112002	1089
2046003	1089
2099003	1089
2113005	1089
1061005	1089
1046002	1089
2102003	1089
2118012	1089
1007005	1089
2008003	1089
2028003	1089
1025002	1089
2118014	1089
1044002	1089
2045013	1089
2058005	1089
1019009	1089
1005003	1089
2118016	1089
2039002	1089
1060004	1089
2080004	1089
1046004	1089
1009005	1089
2026003	1089
1025003	1089
2113009	1089
2079005	1089
2056004	1089
1072003	1089
1034001	1089
2118006	1089
2026001	1089
2105002	1089
2026002	1089
1058003	1089
1037001	1089
1048005	1089
2113006	1089
2088005	1089
2015002	1089
2086005	1089
1005006	1089
2002004	1089
1077001	1089
1048003	1089
2073005	1089
2040002	1089
2087004	1089
2046004	1089
1078001	1089
2080001	1089
2105004	1089
1035004	1089
2048005	1089
2118003	1089
1007004	1089
1027006	1089
1014003	1089
1046003	1089
1034003	1089
1063006	1089
2099002	1089
1069002	1089
2115002	1089
1002006	1089
2045008	1089
2006003	1089
1035001	1089
1002002	1089
1078004	1089
1077004	1089
2106007	1089
2016002	1089
2055005	1089
1075005	1089
1011001	1089
2062003	1089
1022001	1089
2084004	1089
2105001	1089
2058003	1089
1048001	1089
1004002	1089
1020004	1089
1070001	1089
2071005	1089
2036002	1089
2058004	1089
2105006	1089
1020011	1089
2019005	1089
2070006	1089
2098003	1089
2071001	1089
2009003	1089
2010003	1089
2046002	1089
2043003	1089
2015001	1089
2112003	1089
2045012	1089
2006001	1089
1035002	1089
1005002	1089
1051007	1089
2071002	1089
2006005	1089
2086003	1089
1006003	1089
1052004	1089
1025004	1089
1006002	1089
2045009	1089
1020008	1089
2070004	1089
2092004	1089
2118007	1089
2048004	1089
1007003	1089
1070004	1089
2040005	1089
2106005	1089
2048003	1089
2043002	1089
2043005	1089
2117002	1089
1005004	1089
1014005	1089
1045003	1089
1007002	1089
2107002	1089
1063003	1089
2070001	1089
1027004	1089
2002003	1089
2055003	1089
2000002	1089
1030002	1089
2015003	1089
2071007	1089
2019004	1089
1022005	1089
2054002	1089
2054005	1089
1080001	1089
1035005	1089
2069002	1089
1004001	1089
1021004	1089
2118004	1089
1058001	1089
1012008	1089
2047003	1089
1021002	1089
2113002	1089
2002006	1089
2002001	1089
2066001	1089
2019001	1089
1075003	1089
2012006	1089
1043001	1089
1014002	1089
2099004	1089
2008001	1089
1066003	1089
1079003	1089
2074003	1089
1063005	1089
1042001	1089
2088004	1089
1071002	1089
1044003	1089
1019008	1089
2016006	1089
2073002	1089
1078003	1089
1036004	1089
1012001	1089
2045001	1089
2105005	1089
2062002	1089
2016001	1089
2016003	1089
1007001	1089
2013001	1089
2112004	1089
1033001	1089
1044005	1089
1062001	1089
1003001	1089
1079002	1089
2071006	1089
1060003	1089
2016005	1089
1070002	1089
2009004	1089
1012003	1089
2080002	1089
2039004	1089
2118001	1089
1061001	1089
1019005	1089
1036005	1089
2013004	1089
1020012	1089
2074004	1089
2115005	1089
1051008	1089
1009002	1089
2118005	1089
2013006	1089
1026001	1089
1065003	1089
2073003	1089
1011004	1089
1069001	1089
2054003	1089
1003004	1089
1069003	1089
2012003	1089
2088002	1089
2106004	1089
2013009	1089
1052001	1089
2079001	1089
1034002	1089
1043002	1089
1070003	1089
2099001	1089
2118017	1089
2118010	1089
2015004	1089
1012013	1089
2115001	1089
2066002	1089
